,product_url,store_id,product_id,category,processed,final_classifier,dominant_color,embedding_class,bow_class,image_class,product_gender
12,www.tesco.com/groceries/en-GB/products/311262974,1,311262974,Deodorant,sure men active dry h deodorant sure men active dry h deodorant sure men nonstop protection active dry aerosol deodorant brand first provide hour nonstop protection sweat unbeatable x powerful protection always ready whatever day throw also sures innovative technology work like unique sit surface skin move friction break release fragrance every time move keep fresh free whether cheering team hard field meeting friend sure men nonstop protection active dry deodorant men give backup need work hard sure work harder sure wont let men deodorant spray ha fresh airy fragrance clean kick get freshness hour nonstop protection work sync body nonstop confidence morning night wear like move want know use firstly shake deodorant spray hold away underarm spray evenly area avoid contact eye broken skin v sure essential range ethyl beauty men toiletry deodorant men,1.0,,1.0,1.0,1.0,1
13,www.tesco.com/groceries/en-GB/products/325227065,1,325227065,Razors,series nose trimmer series nose trimmer nose trimmer series gently trim nose ear eyebrow detail hair new technology protective guard system designed ensure easy efficient trim without tugging fast efficient precision trim technology fast moving cutter cutting slot double cutting slot v predecessor easy safe protective guard system mean tugging providing comfort multiple us detail trimmer attachment help trim shape facial style stubble goatee neckline high control addition nose ear eyebrow hair use anywhere like battery included easy clean simply run waterproof trimmer tap built last covered year health beauty beard trimmer,1.0,,1.0,1.0,1.0,2
14,www.tesco.com/groceries/en-GB/products/301360723,1,301360723,Skincare,kind pure cleansing face wash kind pure cleansing face wash kind pure range gentle product sensitive skin mind product balanced tested giving skin kindness care daily naturally healthy looking skin cleansing face wash vitamin b ha carefully gently cleanse removing dirt impurity face sensitive skin fragrance free tested kind pure range gentle product sensitive skin mind product balanced tested giving skin kindness care daily naturally skin cleansing face wash vitamin b ha carefully gently cleanse removing dirt impurity beauty face face cleansing face cleanser,2.0,,2.0,2.0,1.0,2
15,www.tesco.com/groceries/en-GB/products/299250499,1,299250499,Shampoo/Conditioner,moisture shampoo moisture shampoo made aloe vera main ingredient intense moisture strengthen revive chemically hair restorative tropical fusion blended oil pineapple extract formula help smooth revive fragile strand super creamy shampoo smell incredible leaf hair feeling within natural looking beauty shampoo curly hair shampoo curly hair shampoo,0.0,,0.0,0.0,1.0,2
16,www.tesco.com/groceries/en-GB/products/290873473,1,290873473,Deodorant,aerosol pure fresh aerosol pure fresh woman triple odor defense pure fresh protection deodorant aerosol expertly hour sweat odor control feel confident triple odor defense technology shield odor heat motion beauty deodorant woman deodorant,0.0,,1.0,0.0,1.0,0
17,www.tesco.com/groceries/en-GB/products/325227072,1,325227072,Razors,series wet dry electric shaver series wet dry electric shaver series smooth skin feel cutting hair close even day beard advanced technology shaver guide correct motion better skin protection steel precision blade provide efficient clean shave cutting action per minute clean comfortable health beauty electric shaver,1.0,,1.0,1.0,1.0,2
18,www.tesco.com/groceries/en-GB/products/296070630,1,296070630,Cleaning Liquid,colour active bleach rim block g colour active bleach rim block g charter member new colour active stop technology protective barrier long lasting freshness clean fresh toilet every use active component technology cleaning foam clean toilet every flush formula help prevent formation dirt protection help prevent new dirt sticking extra freshness leaf long lasting fresh scent cleaning bleach toilet cleaner rim block,1.0,,1.0,1.0,1.0,2
19,www.tesco.com/groceries/en-GB/products/281975026,1,281975026,Deodorant,deodorant clean control deodorant clean control men triple odor defense protection clean control deodorant g expertly hour sweat odor control feel confident triple odor defense technology shield odor heat motion beauty deodorant stick deodorant men stick deodorant,1.0,,1.0,1.0,1.0,1
20,www.tesco.com/groceries/en-GB/products/305730549,1,305730549,Shampoo/Conditioner,oil morocco extra penetrating hair oil dry hair oil morocco extra penetrating hair oil dry hair powerful potent hair serum oil perfect antidote coarse hair use damp hair help nutrient seep hair shaft seal beauty styling hair mask oil hair oil,0.0,,0.0,0.0,1.0,2
21,www.tesco.com/groceries/en-GB/products/317182097,1,317182097,Shampoo/Conditioner,herbal essence hello hydration hair conditioner coconut herbal essence hello hydration hair conditioner coconut give dry hair treatment herbal essence hello hydrate conditioner coconut extract give hair pina fragrance shampoo give dry lock hydration deserve leaf smelling good feel formula also free definitely beauty conditioner dry damage repair conditioner dry damage hair repair conditioner,0.0,,0.0,0.0,1.0,2
22,www.tesco.com/groceries/en-GB/products/254806107,1,254806107,Skincare,loreal age perfect eye cream loreal age perfect eye cream size eye contour cream tested ophthalmological control collagen aa fraction melanin block formula help firm facial contour fight skin sagging reduce appearance age spot rich luxurious texture sink skin leave feeling velvety soft skin natural function night source intense hydration mature menopausal skin skin feel supple comfortable instant long lasting result night skin feel supple comfortable month age spot appear reduced skin feel sagging reduced contour face look giving toned look within beauty face face cream eye cream,0.0,,0.0,0.0,1.0,2
23,www.tesco.com/groceries/en-GB/products/300953588,1,300953588,Oral Care,essential mouthwash fresh mint mouthwash fluoride antibacterial action alcohol free essential fresh mint mouthwash alcohol free fluoride antibacterial action help fight cavity protect plaque freshen beauty mouthwash toothbrush mouthwash everyday mouthwash,2.0,,2.0,2.0,1.0,2
25,www.tesco.com/groceries/en-GB/products/302134915,1,302134915,Shampoo/Conditioner,fresh dry shampoo fresh dry shampoo dry shampoo extra fresh dry shampoo designed refresh cleanse hair wash friendly free silicone formula ha beautiful long lasting fresh citrus scent leaf white residue brush ideal extra freshness go dry shampoo extra fresh scent clean hair wash formula free silicone beautiful long lasting fresh citrus scent white residue brushing top tip apply dry hair spray hair sweeping motion extra grip freshness styling information free hair styling advice please call advisory service beauty styling dry shampoo dry shampoo,1.0,,0.0,1.0,1.0,2
26,www.tesco.com/groceries/en-GB/products/258810429,1,258810429,Skincare,double action sensitive day night cream double action sensitive day night cream double action prime day night cream moisture lock technology hydrate lock moisture h leaf skin feeling soft smooth absorb quickly making ideal base specifically care sensitive beauty face face cream day cream,0.0,,0.0,0.0,1.0,2
27,https://www.tesco.com/groceries/en-GB/products/317549747,1,317549747,Supplements,year strawberry x strawberry food supplement pastille sweetener guide nutrient reference value little bit support supporting daily diet fully supporting daily diet specific recommendation discover tasty soft chewy balance nutrient bright start day nutrient support health three six year old vitamin healthy vision skin vitamin healthy bone muscle function eye vitamin help support healthy vision teeth vitamin help support healthy teeth skin vitamin help support healthy skin vitamin e antioxidant protection cell oxidative stress bone muscle vitamin help absorption calcium necessary normal bone growth development help support healthy muscle function nervous system riboflavin vitamin b vitamin b b help support working nervous system immune support vitamin c help support immune system energy riboflavin vitamin b vitamin b b help reduce tiredness fatigue contribute release energy beauty vitamin mineral supplement supplement supplement,0.0,,0.0,0.0,1.0,2
28,www.tesco.com/groceries/en-GB/products/311936039,1,311936039,Vape,pod tobacco pod tobacco tobacco pod feature classic tobacco flavour subtly sweet tobacco alternative refill pod liquid,2.0,,2.0,2.0,1.0,2
29,www.tesco.com/groceries/en-GB/products/311217401,1,311217401,Deodorant,sure h invisible deodorant sure h invisible sure nonstop protection invisible black white aerosol deodorant brand ha first give hour nonstop protection sweat whilst protecting clothes white mark yellow stain feel fresh dry long garment stay surely best fashion accessory sweat stain unbeatable x powerful protection always ready whatever day throw innovative technology release burst freshness need work like unique sit surface skin move friction break fragrance move freshness stay matter hard push work hard sure work harder sure wont let get freshness hour nonstop protection work sync body nonstop confidence morning night wear like move want know use firstly shake woman deodorant spray hold away underarm spray evenly area avoid contact eye broken skin v sure essential range ethyl beauty woman toiletry deodorant woman,0.0,,1.0,0.0,1.0,0
31,www.tesco.com/groceries/en-GB/products/325112772,1,325112772,Shampoo/Conditioner,brushwork refresh floral dry shampoo brushwork refresh floral dry shampoo recharge hair brushwork sweet floral refresh dry shampoo naturally derived rice starch excess oil instantly boost hair prolong hair wash effectively add volume lift root achieve hair refresh cleanse hair type friendly u use clean hair prevent oil buildup use oily hair remove excess oil u shake well section hair horizontally spray away onto root leave minute massage root brush excess style desired excess oil hair wash add volume texture add lift root naturally derived rice starch suitable hair type sweet floral health beauty styling shampoo conditioner,0.0,,0.0,0.0,1.0,2
32,www.tesco.com/groceries/en-GB/products/272582441,1,272582441,Supplements,maximum prenatal vitamin mineral dual pack x maximum prenatal vitamin mineral dual pack x support providing specialist advice support spina hydrocephalus registered charity omega dha normal brain eye development ultimate support range offer ultimate formula range want maximum nutritional support advanced formula nutrient important pregnancy g acid special readily form together essential vitamin mineral g vitamin calcium plus dha tablet carefully expert provide nutritional support pregnancy g acid daily exact level department health maternal tissue growth pregnancy daily intake g vitamin department health pregnant breastfeeding woman nutritional tablet produced high quality high purity omega capsule research increasingly show importance essential fatty acid development baby infant capsule dha acid level international expert maternal intake dha normal development eye brain fish oil produced high quality certified friend sea ultimate pregnancy support range comprehensive formula special nutritional support readily form acid level department health daily level g acid g vitamin brain eye development dha contribute normal brain eye development bone healthy calcium plus vitamin magnesium help maintain normal bone blood formation iron vitamin b b contribute normal red blood cell formation plus calcium vitamin k contribute normal blood unique range nutrient wide range micronutrient inositol beauty vitamin mineral supplement pregnancy breast feeding vitamin supplement pregnancy vitamin supplement,0.0,,0.0,0.0,1.0,0
33,www.tesco.com/groceries/en-GB/products/311428733,1,311428733,Hair Dye,loreal preference magnetic plum permanent hair dye loreal preference magnetic plum preference service vivid colour get magnetic plum bold colour radiance hold week preference leverage preference liquid gel technology dye selected expert x hair luminous colour result trust preference also come shine protect conditioner filter vitamin e derivative maintain radiance hair week preference preference service vivid colour get magnetic plum bold colour radiance hold week preference leverage preference liquid gel technology dye selected expert x hair luminous colour result trust preference also come shine protect conditioner filter vitamin e derivative maintain radiance hair week magnetic plum wa inspired crazy magnetic neon purple light invade night club colour safe always hour patch test instrumental beauty hair dye permanent hair dye red hair dye,0.0,,0.0,0.0,1.0,2
34,www.tesco.com/groceries/en-GB/products/313623032,1,313623032,Deodorant,sure woman bright bouquet h deodorant sure bright bouquet sure bright bouquet deodorant aerosol feature tested formula hour protection sweat feel fresh dry day without worrying irritation deodorant woman us sures innovative technology release burst fresh fruity fragrance note strawberry apricot vanilla need work like unique sit surface skin move friction break fragrance move fruity fragrance stay matter hard push work hard sure work harder sure wont let confidence move beyond limit whilst enjoying bright summery scent day year sure bright bouquet deodorant spray get freshness hour protection work sync body shake well spray short burst area holding away underarm deodorant factory renewable grid electricity made infinitely aluminium compressed smaller last long equivalent please recycle let move together sustainable future ethyl beauty woman toiletry deodorant woman,0.0,,0.0,0.0,1.0,0
35,www.tesco.com/groceries/en-GB/products/277208803,1,277208803,Oral Care,floss harp x pro formula floss harp floss harp remove plaque brushing alone handle interdental pick dual purpose action help clean teeth remove plaque prevent decay gum problem carrying case ideal protecting harp whilst beauty mouthwash toothbrush dental accessory floss dental floss,2.0,,2.0,2.0,1.0,2
36,www.tesco.com/groceries/en-GB/products/316062402,1,316062402,Deodorant,dove eucalyptus mint h advanced care deodorant dove men care eucalyptus mint looking underarm sweat protection last dove advanced eucalyptus mint aerosol deodorant designed protect care go day confidence want control underarm sweat without harsh skin men deodorant spray doe trick thats thanks revolutionary triple action technology sweat hour help hydrate underarm skin fresh scent throughout day made unique cream aerosol irritation sweat shaving plus work help hydrate skin feel best use get deodorant shake hold away enjoy freshness targeted underarm care deodorant visit get information range explore sweat solution dove put care man strength deodorant help care dove belief care make man real strength shown care give people matter whether looking deodorant men keep feeling fresh dry day want body wash help keep skin hydrated dove product designed protect care beauty deodorant men deodorant,1.0,,1.0,1.0,1.0,1
37,www.tesco.com/groceries/en-GB/products/312715962,1,312715962,Oral Care,waken mouthwash spearmint waken mouthwash spearmint health beauty mouthwash toothbrush mouthwash everyday mouthwash,2.0,,2.0,2.0,1.0,2
38,www.tesco.com/groceries/en-GB/products/268717180,1,268717180,Adult Intimacy,intimate itch relief g intimate itch relief g unique formulation lightly scented nonstaining beauty medicine woman intimate health intimate gel cream,0.0,,0.0,0.0,1.0,0
39,www.tesco.com/groceries/en-GB/products/325113370,1,325113370,Oral Care,brush baby natural strawberry pack brush baby natural strawberry pack pack tube yummy strawberry infant perfect little one taste great use smear toothbrush ready go safe little one safe free meaning non foaming suitable vegetarian also xylitol sugar acid fluoride milk teeth enamel free gluten dairy soya palm oil free ingredient sorbitol aqua hydrated silica xylitol glycerine sodium cellulose gum betaine peg castor oil aroma sodium saccharin sodium hydroxide tube size suitable baby toddler toiletry baby toddler toothbrush,2.0,,0.0,0.0,1.0,2
40,www.tesco.com/groceries/en-GB/products/300953824,1,300953824,Cleaning Liquid,health antibacterial hand gel health antibacterial hand gel health antibacterial hand gel clean hand without need soap water fast drying non sticky added kill bacteria refreshing aloe vera extract health antibacterial hand gel clean hand without need soap water fast drying nonsticky added warning highly flammable liquid cause serious eye irritation keep reach child keep away heat spark open flame hot surface smoking eye rinse cautiously water several minute remove contact lens present easy continue rinsing eye irritation get medical medical advice product container label hand active ingredient ethanol beauty shower bath hand hygiene hand gel wipe hand gel,2.0,,2.0,2.0,1.0,2
41,www.tesco.com/groceries/en-GB/products/315454919,1,315454919,Body Wash,original source spiced lime spiced lime visit u original source capture intensity nature ha offer original source made percent natural fragrance inspired nature bold scent vibrant colour weve made mission share fresh sensorial hit every shower power nature real lime percent natural fragrance every bottle shower gel get zing step fruity fresh original source spiced lime shower gel percent cruelty free original source proudly carry beauty shower bath hand hygiene shower shower gel body wash,1.0,,1.0,1.0,1.0,2
42,www.tesco.com/groceries/en-GB/products/250756195,1,250756195,Skincare,loreal day cream loreal day cream size skin type skin type loreal want glowing skin wrinkle reduced pro retinol reduce appearance wrinkle help skin achieve healthy looking glow advanced powerful ingredient help smooth skin surface complex help reinforce skin elasticity skin first visible result day immediately skin hydrated toned day skin firmer smoother week wrinkle appear reduced forehead nasolabial fold crow foot instrumental test clinical woman clinical scoring woman clinical scoring beauty face face cream day cream,0.0,,0.0,0.0,1.0,0
43,www.tesco.com/groceries/en-GB/products/293534496,1,293534496,Shampoo/Conditioner,brilliant brunette colour protect shampoo brilliant brunette colour protect shampoo shampoo brunette hair brunette preserve brilliant colour unveil rich multidimensional tone cleanse maintain brunette hair colour shade brunette wash beauty shampoo colour care purple shampoo colour care purple shampoo,0.0,,0.0,0.0,1.0,2
44,www.tesco.com/groceries/en-GB/products/303192544,1,303192544,Oral Care,complete protection extra fresh complete protection extra fresh healthy gum strong teeth complete protection extra fresh dont choose ha eight specially designed benefit healthy gum strong teeth help stop prevent bleeding gum red inflamed gum x effective removing plaque work keep seal gum teeth tight target bad breath enamel mineral accelerator deep clean fresh feeling gently carton tube cap complete protection extra fresh daily gum health specially designed benefit healthy gum strong teeth help stop prevent bleeding gum x effective removing plaque twice daily use versus regular also work keep seal gum teeth tight target bad breath enamel mineral accelerator specially designed physically remove cause gum problem build bacteria along gum line tube carton beauty mouthwash toothbrush gum health gum health,2.0,,2.0,2.0,1.0,2
45,www.tesco.com/groceries/en-GB/products/284884031,1,284884031,Cleaning Liquid,spray bleach spray bleach give home powerful clean whenever need bleach cleaner spray convenient bottle bleach spray help keep surface home hygienically clean powerful bleach disinfectant spray bacteria virus bleach cleaner spray come handy bottle ease use suitable cleaning small surface around home use disinfectant frequently touched surface doorknob light switch tap help keep family safe reduce spread infection try thick bleach dilute home powerful disinfectant large surface virus like used directed pack use turn nozzle spray position spray bleach cleaner spray directly onto surface disinfection leave minute wipe away thoroughly tough stain leave minute away allow hot surface cool use turn nozzle stop position finished avoid contact clothing carpet textile use linoleum aluminium wood porous surface natural rinse immediately use chrome plated surface use safely always read label product information use large surface try thick bleach get even clean protecting family germ since today protect million family full range cleaning product thick bleach bleach spray used cleaner around home bathroom cleaner even drain cleaner spray toilet rim block sink pipe product also available keep home hygienic dont protect family home though fight poor sanitation globally weve million people gain access clean safe toilet thousand child clean water toilet facility school helping improve attendance educational achievement support work help empower million family clean safe toilet visit find cleaning bleach toilet cleaner bleach,2.0,,2.0,2.0,1.0,2
46,www.tesco.com/groceries/en-GB/products/317303733,1,317303733,Body Wash,lynx jungle fresh body wash sock gift set lynx jungle fresh duo sock gift set time question get relax answer simple time take guesswork getting right grab lynx jungle fresh freshen game duo gift set captivating fragrance say yep youve lynx deodorant body spray feature revolutionary technology fight bacteria help bust smell iconic fragrance time mandarin sandalwood note lynx jungle fresh body wash triple threat kick leaving control confident hour palm leaf amber scent plus naturally soft silky skin let forget pair exclusive lynx jungle fresh design sock add subtle pattern outfit ready gift box gift help stay top game confidence best version thing son brother husband dad uncle cousin whoever fake smile eye rolling open one hell actually like use every time doe hell remember great gift gave probably point know guy want smell good thats gift set always hit beauty perfume gift set gift set men gift set,1.0,,1.0,1.0,1.0,1
47,www.tesco.com/groceries/en-GB/products/314107832,1,314107832,Deodorant,natural power lime eucalyptus gel deodorant g nat lime gel g health beauty deodorant stick deodorant men stick deodorant,1.0,,1.0,1.0,1.0,1
48,www.tesco.com/groceries/en-GB/products/253067199,1,253067199,Hair Dye,nice n easy black hair dye nice n easy black hair dye achieve natural looking colour simple step rich tone highlight week grey coverage natural looking oil permanent home hair dye blend tone highlight grey coverage find perfect shade colour choice colour real beauty hair dye permanent hair dye black hair dye,0.0,,0.0,0.0,1.0,2
49,www.tesco.com/groceries/en-GB/products/305051023,1,305051023,Body Wash,lynx excite body wash shower gel lynx excite shower gel scrub excite day lynx excite never know whats around corner need smell absolute best whenever wherever shower gel blend tempting coconut black pepper note hour scent light fire belly lynx excite body wash men keep smelling irresistible day also x hydrate skin every time shower squeeze hand work rich creamy lather massage skin rinse thoroughly revealing clean skin boost fragrance game range shower gel whatever vice weve got give epic burst freshness feel ready whatever come way aim include material body cleanser bottle already made plastic please part recycle welcome future smell amazing lynx excluding cap v lynx series shower gel beauty men toiletry shower men shower gel body wash,1.0,,1.0,1.0,1.0,1
50,www.tesco.com/groceries/en-GB/products/325237711,1,325237711,Razors,series shaver series shaver series powerful shave cutting even hair per stroke advanced technology shaver hair density skin comfort steel precision blade provide efficient clean shave cutting action per minute clean comfortable finish electric shaver ha intelligent sensor read hair density time per second technology cutting power effortless gentle shave maintain consistent power matter density beard fully flexible head turn follow facial contour experience optimal skin contact thorough comfortable shave clean shaver ease touch button flip open shaver head rinse water adapt shaving routine need wet dry go comfortable dry shave refreshing wet shave shave gel foam even health beauty electric shaver,1.0,,1.0,1.0,1.0,2
51,www.tesco.com/groceries/en-GB/products/251687848,1,251687848,Deodorant,invisible dry roll deodorant invisible dry roll deodorant take even day use invisible deodorant ha specially give effective protection sweat impressive hour carry busy life one thing think protection deodorant wont leave trace mark clothes towel sheet deodorant give great sweat protection also care underarm skin ball deodorant ha tested also designed restore skin natural keep underarm skin healthy best invisible give confidence effective sweat protection hour protection beauty deodorant roll deodorant woman roll deodorant,0.0,,0.0,0.0,1.0,0
52,www.tesco.com/groceries/en-GB/products/301034471,1,301034471,Razors,lady shaver lady shaver electric lady shaver battery shaver trimmer system use leg bikini line rounded head body contour easy use trimmer cap gently remove hair sensitive zone like bikini line extra trimmer electrical beauty appliance hair removal,1.0,,1.0,1.0,1.0,0
53,www.tesco.com/groceries/en-GB/products/312995750,1,312995750,Perfume/Cologne,hill polo club sport men de toilette hill polo club sport men health beauty perfume gift set perfume,1.0,,1.0,1.0,1.0,1
54,www.tesco.com/groceries/en-GB/products/263645491,1,263645491,Razors,sword woman disposable sword woman disposable smooth sensitive disposable razor disposable razor outstanding performance four blade disposable razor blade compact head provide shave smooth skip day two strip aloe vera vitamin e provide smooth glide soothe sensitive skin designed rubber handle easy beauty woman toiletry shaving hair removal woman razor razor blade,0.0,,0.0,0.0,1.0,0
55,www.tesco.com/groceries/en-GB/products/304380504,1,304380504,Skincare,e rich hour cream dry skin e rich hour cream dry skin e rich hour body cream deep last throughout day evening primrose oil known skin nourishing property help lock retain moisture within beauty body body dry skin body,0.0,,0.0,0.0,1.0,2
56,www.tesco.com/groceries/en-GB/products/295035670,1,295035670,Shampoo/Conditioner,oil morocco conditioner dry hair extra strength oil morocco conditioner dry hair extra strength find perfect hair match new balanced formula gentle cleansing help give hair shine frizz smoothness hydrate revive oil morocco extra strength superior hydration intensely hair leaving feeling silky beauty conditioner normal hair everyday conditioner normal hair everyday conditioner,0.0,,0.0,0.0,1.0,2
57,www.tesco.com/groceries/en-GB/products/311781100,1,311781100,Shampoo/Conditioner,repair protect hair conditioner repair protect cond daily hair fuel hair unique blend strengthening protective antioxidant repair protect hair conditioner x nutrient core hair replenish within intensive treatment formula help repair hair root tip give healthy looking shine smoothness visibly hair use shiny v shampoo hair surface damage beauty conditioner dry damage repair conditioner dry damage hair repair conditioner,0.0,,0.0,0.0,1.0,2
58,www.tesco.com/groceries/en-GB/products/325116529,1,325116529,Skincare,pro collagen bee venom facial serum pro collagen bee venom facial serum pro collagen bee venom facial serum powerful formula combine collagen bee venom provide multiple benefit skin clean beauty product help brighten smooth skin texture also plumping healthy radiant complexion ingredient like aloe vera hyaluronic acid calm skin strong skin health beauty face cleansing,0.0,,1.0,0.0,1.0,2
59,www.tesco.com/groceries/en-GB/products/284239669,1,284239669,Hair Dye,natural baby blonde permanent hair dye natural baby blonde permanent hair dye hair mean better colour comfort home new colour boost technology colour radiant colour grey coverage intensely nourish hair new colour conditioner fruit oil silicone free natural feel conditioner hair lock colour dryness hair left x x instrumental test always patch test hour find shade hair dye result vary depending natural hair colour shade always choose remember grey hair dye appear lighter ever hair colour number mean first number hair colour light dark blonde hair dye example blonde shade range dark blonde light blonde second number reflect natural warm cool example natural dark blonde golden dark blonde light ash beauty hair dye permanent hair dye blonde hair dye,0.0,,0.0,0.0,1.0,2
60,www.tesco.com/groceries/en-GB/products/262190466,1,262190466,Skincare,nappy rash cream ointment g nappy rash cream ointment g pro vitamin b keep baby skin soft smooth suitable use every nappy change nappy care ointment work two way protect cause nappy rash care baby delicate skin work forming transparent breathable layer helping protect even delicate skin irritant rubbing gentle used every nappy change help sensitive skin premature baby care provitamin b gently help sensitive skin repair natural protective barrier keeping soft smooth formulation seal skin natural moisture optimal condition allow gentle skin recovery without drying baby delicate skin keeping healthy toddler baby toddler specialist nappy cream nappy cream,0.0,,0.0,0.0,1.0,2
61,www.tesco.com/groceries/en-GB/products/253778778,1,253778778,Hair Dye,nice n easy ultra light natural blonde beach hair dye nice n easy ultra light natural blonde beach hair dye achieve natural looking colour simple step rich tone highlight week blend away grey natural looking oil permanent home hair dye blend tone highlight grey coverage find perfect shade colour choice colour real beauty hair dye permanent hair dye blonde hair dye,0.0,,0.0,0.0,1.0,2
